place;username;date;text;permalink
3df4f427b5a60fea;briannaalynn09;2016-11-07 00:49;"@BarackObama @HillaryClinton @BernieSanders https:// twitter.com/theofficialann _/status/795389373906878464 …";https://twitter.com/briannaalynn09/status/795412784129445890
3df4f427b5a60fea;Atari2600gamer;2016-11-06 21:52;"@FoxNews When @HillaryClinton wants you to become a Democrat pic.twitter.com/gHtWeWnqPX";https://twitter.com/Atari2600gamer/status/795368197386018817
3df4f427b5a60fea;LouisTakiando;2016-11-06 21:03;"http:// beforeitsnews.com/alternative/20 16/11/an-email-from-huma-abaddin-to-her-brother-3434753.html … @CNN @CNNPolitics @HumaAbedin @HillaryClinton @WhoopiGoldberg @JoyVBehar @WSJ @AP @mitchellreports @DanaBashCNN @ABC";https://twitter.com/LouisTakiando/status/795356010470842370
3df4f427b5a60fea;CharlesMckinle7;2016-11-06 20:49;"@az_valentine @POTUS @HillaryClinton you may corrupt the system & some idiots but u won't get us all & we will right your wrongs. SHAMEFUL";https://twitter.com/CharlesMckinle7/status/795352353025179648
3df4f427b5a60fea;CharlesMckinle7;2016-11-06 20:39;"@HillaryClinton let all the artists, actors the have come out for u publicly know that i will not buy or watch anything they are in. Crook";https://twitter.com/CharlesMckinle7/status/795349928390303744
3df4f427b5a60fea;paulbunion123;2016-11-06 20:36;"@KellyannePolls @HillaryClinton @nypost - It's not so much the maid, it's what HRC had her do.";https://twitter.com/paulbunion123/status/795349067689816064
3df4f427b5a60fea;AlbertDG;2016-11-06 20:19;"I can hardly wait to hear this idiots @newtgingrich excuses when @HillaryClinton wins!!! @chucktodd @MSNBC";https://twitter.com/AlbertDG/status/795344930151481344
3df4f427b5a60fea;LouisTakiando;2016-11-06 19:13;"@CNN speaking of ignorant @WhoopiGoldberg @JoyVBehar @ABC @NBCNews @CBSNews @MSNBC @thehill @HillaryClinton @politico @washingtonpost @AP https:// twitter.com/wikileaks/stat us/795290227157909504 …";https://twitter.com/LouisTakiando/status/795328143338983424
3df4f427b5a60fea;Tonytone3005;2016-11-06 16:57;"@Giflover @wikileaks @HillaryClinton that was by design read the email about support for republican that HRC thought she could beat bad idea";https://twitter.com/Tonytone3005/status/795294013645606912
3df4f427b5a60fea;cherokee_autumn;2016-11-06 08:22;"@jackie3p what in the fuck are you on? It was a Republican holding a sign. @AndrewChamings @realDonaldTrump @HillaryClinton";https://twitter.com/cherokee_autumn/status/795164551469731840
3df4f427b5a60fea;DogpackCole8;2016-11-06 08:17;"@HillaryClinton pic.twitter.com/rJ1IJ1D97v";https://twitter.com/DogpackCole8/status/795163220034121728
3df4f427b5a60fea;DogpackCole8;2016-11-06 08:17;"@HillaryClinton pic.twitter.com/YqQRCa4yi3";https://twitter.com/DogpackCole8/status/795163140828917760
3df4f427b5a60fea;deborahkdoe;2016-11-06 08:04;"@obamascrewingus @HillaryClinton ...& just this Saturday and FBI agent accused of murdering his wife & suicide again. Really !!";https://twitter.com/deborahkdoe/status/795159895872012288
3df4f427b5a60fea;deborahkdoe;2016-11-06 07:56;"@Julie_matthews2 @phillip @USAneedsTRUMP @HillaryClinton The more you tell your story the better it makes us feel. Tell the world why Trump should be a better President then HRC. Tell it here. Thx";https://twitter.com/deborahkdoe/status/795157881599434753
3df4f427b5a60fea;deborahkdoe;2016-11-06 07:55;"@HillaryClinton Every woman has heard worse then that. Been worse then that. But he is far better business man than HRC would ever be President. Vote Trump!";https://twitter.com/deborahkdoe/status/795157553651007488
